36	-49	5	0
36	-49	5	0.00526
32	-43	5	0.01052
32	-43	5	0.01578
32	-43	6	0.02104
37	-47	6	0.0263
37	-47	6	0.03156
37	-43	7	0.03682
41	-43	7	0.04208
41	-43	7	0.04734
41	-47	5	0.0526
25	-47	5	0.05786
25	-47	5	0.06312
33	-37	7	0.06838
33	-37	7	0.07364
33	-37	7	0.0789
22	-29	12	0.08416
22	-29	12	0.08942
22	-29	7	0.09468
22	-62	7	0.09994
22	-62	7	0.1052
22	-62	6	0.11046
41	-40	6	0.11572
41	-40	6	0.12098
41	-60	9	0.12624
17	-60	9	0.1315
17	-60	9	0.13676
17	-72	7	0.14202
18	-72	7	0.14728
18	-72	7	0.15254
23	-61	8	0.1578
23	-61	8	0.16306
23	-61	8	0.16832
36	-37	2	0.17358
36	-37	2	0.17884
36	-37	2	0.1841
35	-54	6	0.18936
35	-54	6	0.19462
35	-54	10	0.19988
22	-51	10	0.20514
22	-51	10	0.2104
22	-51	2	0.21566
30	-38	2	0.22092
30	-38	2	0.22618
30	-38	-6	0.23144
40	-49	-6	0.2367
40	-49	-6	0.24196
40	-50	-3	0.24722
33	-50	-3	0.25248
33	-50	-3	0.25774
23	-47	2	0.263
23	-47	2	0.26826
23	-47	2	0.27352
28	-47	3	0.27878
28	-47	3	0.28404
28	-47	6	0.2893
38	-27	6	0.29456
38	-27	6	0.29982
38	-23	2	0.30508
43	-23	2	0.31034
43	-23	2	0.3156
43	-39	-2	0.32086
43	-39	-2	0.32612
43	-39	3	0.33138
36	-46	3	0.33664
36	-46	3	0.3419
36	-46	6	0.34716
27	-47	6	0.35242
27	-47	6	0.35768
27	-29	9	0.36294
34	-29	9	0.3682
34	-29	9	0.37346
34	-50	2	0.37872
32	-50	2	0.38398
32	-50	2	0.38924
15	-55	8	0.3945
15	-55	8	0.39976
15	-55	5	0.40502
24	-31	5	0.41028
24	-31	5	0.41554
24	-50	5	0.4208
18	-50	5	0.42606
18	-50	5	0.43132
23	-51	5	0.43658
23	-7	1	0.44184
65	-7	1	0.4471
65	7	2	0.45236
52	7	2	0.45762
25	-20	6	0.46288
25	-20	6	0.46814
22	-41	5	0.4734
22	-41	11	0.47866
22	-22	11	0.48392
22	-35	1	0.48918
28	-35	1	0.49444
38	-36	7	0.4997
38	-36	-249	0.50496
41	-44	-1	0.51022
41	-44	8	0.51548
32	-23	8	0.52074
32	-23	7	0.526
34	-31	7	0.53126
34	-25	3	0.53652
41	-25	3	0.54178
20	-31	7	0.54704
20	-31	7	0.5523
6	-69	2	0.55756
6	-69	1	0.56282
20	-29	1	0.56808
20	-29	-1	0.57334
18	-74	-1	0.5786
18	-56	2	0.58386
27	-56	2	0.58912
27	-22	3	0.59438
41	-22	3	0.59964
34	-24	4	0.6049
34	-24	0	0.61016
20	-44	0	0.61542
20	-48	3	0.62068
13	-48	3	0.62594
13	-48	10	0.6312
12	-48	10	0.63646
17	-60	-1	0.64172
17	-60	4	0.64698
21	-58	4	0.65224
21	-58	4	0.6575
11	-39	10	0.66276
11	-39	7	0.66802
18	-23	7	0.67328
18	-23	1	0.67854
16	-52	1	0.6838
19	-45	2	0.68906
19	-45	2	0.69432
25	-25	7	0.69958
25	-25	10	0.70484
23	-28	10	0.7101
23	-28	5	0.71536
26	-47	5	0.72062
26	-43	10	0.72588
28	-43	10	0.73114
31	-23	11	0.7364
31	-23	11	0.74166
22	-35	11	0.74692
22	-35	2	0.75218
24	-27	2	0.75744
24	-27	7	0.7627
19	-26	7	0.76796
19	-47	5	0.77322
25	-47	5	0.77848
24	-34	10	0.78374
24	-34	8	0.789
23	-34	8	0.79426
23	-34	8	0.79952
22	-37	8	0.80478
22	-24	2	0.81004
36	-24	2	0.8153
36	-46	-1	0.82056
11	-46	-1	0.82582
26	-39	4	0.83108
26	-39	4	0.83634
31	-38	3	0.8416
31	-38	6	0.84686
25	-26	6	0.85212
25	-26	11	0.85738
19	-12	11	0.86264
19	-24	5	0.8679
16	-24	5	0.87316
5	-57	5	0.87842
5	-57	5	0.88368
17	-43	9	0.88894
17	-43	11	0.8942
30	-25	11	0.89946
30	-25	13	0.90472
23	-34	13	0.90998
23	-37	6	0.91524
23	-37	6	0.9205
26	-29	7	0.92576
26	-29	11	0.93102
8	-40	11	0.93628
8	-40	8	0.94154
17	-48	8	0.9468
17	-18	2	0.95206
36	-18	2	0.95732
36	-20	12	0.96258
21	-20	12	0.96784
21	-33	5	0.9731
21	-33	5	0.97836
12	-56	5	0.98362
12	-56	5	0.98888
22	-32	5	0.99414
22	-27	7	0.9994
20	-27	7	1.00466
20	-22	3	1.00992
38	-22	3	1.01518
14	-44	6	1.02044
14	-44	6	1.0257
31	-30	5	1.03096
31	-30	3	1.03622
16	-61	3	1.04148
16	-45	8	1.04674
25	-45	8	1.052
25	-27	14	1.05726
25	-27	14	1.06252
10	-51	10	1.06778
10	-51	6	1.07304
26	-48	6	1.0783
26	-35	4	1.08356
27	-35	4	1.08882
27	-28	8	1.09408
21	-28	8	1.09934
11	-45	8	1.1046
11	-45	8	1.10986
7	-34	7	1.11512
7	-34	7	1.12038
15	-40	7	1.12564
15	-36	6	1.1309
24	-36	6	1.13616
24	-58	7	1.14142
10	-58	7	1.14668
11	-47	7	1.15194
11	-47	7	1.1572
24	-26	5	1.16246
24	-26	6	1.16772
18	-38	6	1.17298
18	-38	5	1.17824
28	-24	5	1.1835
28	-24	5	1.18876
28	-24	5	1.19402
21	-36	5	1.19928
21	-36	5	1.20454
21	-38	9	1.2098
23	-38	9	1.21506
12	-27	13	1.22032
12	-27	13	1.22558
24	-25	9	1.23084
24	-25	6	1.2361
27	-42	6	1.24136
27	-23	4	1.24662
40	-23	4	1.25188
30	-30	5	1.25714
30	-30	5	1.2624
17	-34	5	1.26766
17	-34	13	1.27292
11	-28	13	1.27818
11	-28	1	1.28344
24	-37	1	1.2887
24	-53	1	1.29396
28	-53	1	1.29922
28	-50	1	1.30448
18	-50	-255	1.30974
15	-54	-3	1.315
15	-54	253	1.32026
31	-40	1	1.32552
31	-40	4	1.33078
30	-44	4	1.33604
30	-58	4	1.3413
22	-58	4	1.34656
12	-57	7	1.35182
12	-57	7	1.35708
18	-29	10	1.36234
18	-29	10	1.3676
15	-40	7	1.37286
15	-40	5	1.37812
24	-42	5	1.38338
24	-28	5	1.38864
23	-28	5	1.3939
32	-40	5	1.39916
32	-40	5	1.40442
25	-26	9	1.40968
25	-26	10	1.41494
8	-14	10	1.4202
8	-14	9	1.42546
13	-37	9	1.43072
13	-30	7	1.43598
21	-30	7	1.44124
31	-45	2	1.4465
31	-45	2	1.45176
26	-54	2	1.45702
26	-54	5	1.46228
36	-19	5	1.46754
36	-19	8	1.4728
40	-21	8	1.47806
19	-38	10	1.48332
19	-38	10	1.48858
32	-34	6	1.49384
32	-34	5	1.4991
31	-16	5	1.50436
31	-16	9	1.50962
35	-16	9	1.51488
35	-30	12	1.52014
23	-30	12	1.5254
4	-36	7	1.53066
4	-36	7	1.53592
20	-27	8	1.54118
20	-27	6	1.54644
28	-11	6	1.5517
28	-11	5	1.55696
25	-30	5	1.56222
-231	-43	13	1.56748
-7	-43	13	1.57274
15	-34	11	1.578
15	-34	9	1.58326
15	-40	9	1.58852
15	-40	8	1.59378
17	-39	8	1.59904
17	-51	-1	1.6043
5	-51	-1	1.60956
5	-48	3	1.61482
18	-48	3	1.62008
