0	25	-22	9
0.00625	25	-22	2
0.0125	29	-20	2
0.01875	29	-34	8
0.025	11	-34	8
0.03125	34	1	13
0.0375	34	9	4
0.04375	66	9	-252
0.05	39	-35	-1
0.05625	39	-35	14
0.0625	26	-16	14
0.06875	28	-6	12
0.075	28	-6	8
0.08125	45	-8	8
0.0875	45	-5	9
0.09375	40	-5	6
0.1	39	-10	6
0.10625	39	-13	4
0.1125	29	-13	4
0.11875	39	-9	5
0.125	39	-4	5
0.13125	30	-4	5
0.1375	16	-19	12
0.14375	16	-19	6
0.15	22	-57	6
0.15625	24	-44	2
0.1625	24	-44	1
0.16875	24	-35	1
0.175	24	-40	8
0.18125	18	-40	1
0.1875	41	-24	1
0.19375	41	-27	1
0.2	21	-27	1
0.20625	7	-32	11
0.2125	7	-33	24
0.21875	6	-33	24
0.225	20	-21	17
0.23125	20	-21	1
0.2375	25	-42	1
0.24375	17	-49	5
0.25	17	-49	14
0.25625	28	-25	14
0.2625	28	-25	1
0.26875	40	-25	-1
0.275	35	-8	-1
0.28125	35	-40	0
0.2875	27	-40	0
0.29375	22	-20	9
0.3	22	-8	9
0.30625	24	-8	9
0.3125	14	-35	13
0.31875	14	-35	12
0.325	14	-19	12
0.33125	29	-7	15
0.3375	29	-7	8
0.34375	40	8	8
0.35	40	-47	8
0.35625	23	-47	8
0.3625	7	-19	22
0.36875	7	-44	7
0.375	14	-44	-249
0.38125	38	-47	-8
0.3875	38	-47	-3
0.39375	25	-46	-3
0.4	21	-33	11
0.40625	21	-33	13
0.4125	34	-12	13
0.41875	20	-17	6
0.425	20	-17	10
0.43125	31	-19	10
0.4375	31	-45	12
0.44375	19	-45	12
0.45	24	-54	8
0.45625	24	-21	1
0.4625	28	-21	1
0.46875	12	-30	15
0.475	12	-30	11
0.48125	28	-20	11
0.4875	46	-4	2
0.49375	46	-4	5
0.5	21	-23	5
0.50625	21	-15	9
0.5125	20	-15	9
0.51875	26	-26	9
0.525	26	-46	-14
0.53125	47	-46	-14
0.5375	36	-30	-2
0.54375	36	-14	15
0.55	24	-14	15
0.55625	20	-24	7
0.5625	20	-24	3
0.56875	11	-41	3
0.575	36	-35	0
0.58125	36	-35	5
0.5875	3	-68	5
0.59375	3	-40	13
0.6	16	-40	11
0.60625	32	0	11
0.6125	32	11	12
0.61875	33	11	12
0.625	32	-9	8
0.63125	32	-3	6
0.6375	39	-3	6
0.64375	45	-14	0
0.65	45	-14	-2
0.65625	32	-29	-2
0.6625	33	-40	-3
0.66875	33	-40	10
0.675	31	9	10
0.68125	31	-1	2
0.6875	52	-1	9
0.69375	23	-11	9
0.7	23	-14	10
0.70625	18	-14	10
0.7125	41	-19	1
0.71875	41	7	6
0.725	42	7	6
0.73125	3	-32	12
0.7375	3	-32	12
0.74375	13	-5	12
0.75	21	-16	3
0.75625	21	-16	13
0.7625	10	-45	13
0.76875	10	-38	20
0.775	4	-38	11
0.78125	17	-24	11
0.7875	17	-2	8
0.79375	32	-2	8
0.8	25	-28	9
0.80625	25	-43	13
0.8125	8	-43	13
0.81875	35	-7	7
0.825	35	-7	7
0.83125	22	-17	7
0.8375	13	-27	15
0.84375	13	-27	2
0.85	41	-38	2
0.85625	41	-24	-1
0.8625	39	-24	3
0.86875	34	-24	3
0.875	34	-43	5
0.88125	15	-43	5
0.8875	53	-4	8
0.89375	53	25	3
0.9	59	25	3
0.90625	-1	-39	9
0.9125	-1	-39	11
0.91875	10	-34	11
0.925	10	-4	12
0.93125	33	-4	-2
0.9375	30	-28	-2
0.94375	-226	-70	10
0.95	-18	-70	10
0.95625	-4	-41	20
0.9625	-4	-9	16
0.96875	19	-9	16
0.975	43	6	5
0.98125	43	-250	7
0.9875	29	-11	7
0.99375	27	-24	9
1	27	-24	2
1.00625	19	-38	2
1.0125	19	-61	10
1.01875	0	-61	5
1.025	21	-48	5
1.03125	21	-35	4
1.0375	26	-35	4
1.04375	11	-14	7
1.05	11	-31	11
1.05625	13	-31	11
1.0625	5	-15	30
1.06875	5	-15	15
1.075	14	-28	15
1.08125	24	-46	0
1.0875	24	-46	4
1.09375	44	-9	4
1.1	44	5	26
1.10625	16	5	17
1.1125	7	-11	17
1.11875	7	-24	-2
1.125	28	-24	254
1.13125	2	-34	9
1.1375	2	-37	8
1.14375	23	-37	8
1.15	19	-37	2
1.15625	19	-37	3
1.1625	21	-16	3
1.16875	7	-24	10
1.175	7	-24	14
1.18125	0	-48	14
1.1875	0	-3	4
1.19375	44	-3	14
1.2	8	-18	14
1.20625	8	-39	24
1.2125	-16	-39	24
